icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg,expected_flight_duration_sec,actual_flight_duration_sec,duration_deviation_ratio,deviation_type,deviation_flag,distance_penalty_km,predicted_fuel_burn_kg,anomaly_score,model_confidence,shap_top_feature
8964bf,1662117533.0,0.0,1662128386,0.0,ETD224  ,OMAA,Unknown,VIDP,Unknown,787 9,B789,A6-BLO,1662117533.0,1662128386.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236",6855.426954405315,30849.42129482392,97484.17129164358,0.05,32391.89235956512,102358.37985622576,30849.42129482392,97484.17129164358,290.0,14.0,0.02,31466.4097207204,99433.85471747644,29034.749453951925,10853.0,0.3737934786457335,Shortened Flight (Possible Direct Routing),1,0.0,31465.00353121785,4.469058778756492e-05,0.9994871490484888,distance_km
8964bf,1662075363.0,0.0,1662090509,0.0,ETD235  ,VGZR,Unknown,OMAA,Unknown,787 9,B789,A6-BLO,1662075363.0,1662090509.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3829.183240800721,17231.324583603244,54450.98568418625,0.0,17231.324583603244,54450.98568418625,17231.324583603244,54450.98568418625,,0.0,0.0,17231.324583603244,54450.98568418625,16217.717255155994,15146.0,0.933916886187218,Normal,0,0.0,17231.155764741663,9.797303436037626e-06,0.9994871490484888,distance_km
896327,1662096802.0,0.0,1662145792,0.0,ETD451  ,YSSY,Unknown,OMAA,Unknown,777 3FXER,B77W,A6-ETJ,1662096802.0,1662145792.0,"YSSY 091100Z 03009KT 9999 SCT022 22/15 Q1022,YSSY,2025-04-09T11:00:00Z,-33.946,151.173,22,15,30,9,,6+,30.18,,,,,,,,,,,SCT,2200,,,,,,,VFR,,,,,,,,,,,,METAR,3","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5932.337467416553,26695.51860337449,84357.8387866634,0.05,28030.294533543216,88575.73072599656,26695.51860337449,84357.8387866634,30.0,9.0,0.0,26695.51860337449,84357.8387866634,25125.19397964658,48990.0,1.9498356924004576,Holding/Reroute,1,5634.74586591678,26695.33322322054,6.94429068934502e-06,0.9994871490484888,distance_km
8963a9,1662143653.0,0.0,1662144322,0.0,ETD621  ,Unknown,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIX,1662143653.0,1662144322.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2018.81886525096,9084.684893629315,28707.604263868645,0.0,9084.684893629315,28707.604263868645,9084.68489362932,28707.604263868656,,0.0,0.0,9084.68489362932,28707.604263868656,8550.291664592301,669.0,0.0782429449477615,Shortened Flight (Possible Direct Routing),1,0.0,9084.817345239113,1.4579446648033424e-05,0.9994871490484888,distance_km
89653e,1662118470.0,0.0,1662139977,0.0,ETD2EN  ,Unknown,Unknown,OMAA,Unknown,Boeing 787-10 Dreamliner,B78X,A6-BMG,1662118470.0,1662139977.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6245.4249105218905,28104.412097348508,88809.94222762129,0.0,28104.412097348508,88809.94222762129,28104.412097348508,88809.94222762129,,0.0,0.0,28104.412097348508,88809.94222762129,26451.21138573977,21507.0,0.8130818542244433,Normal,0,0.0,28115.022336947935,0.0003773868458032104,0.9994871490484888,distance_km
89653e,1662059733.0,0.0,1662083905,0.0,ETD418  ,OMAA,Unknown,WMKK,Unknown,Boeing 787-10 Dreamliner,B78X,A6-BMG,1662059733.0,1662083905.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","WMKK 091100Z VRB01KT 9000 FEW017CB 28/24 Q1008 NOSIG,WMKK,2025-04-09T11:00:00Z,2.747,101.714,28,24,VRB,1,,5.59,29.76,,,,,,TRUE,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,21",6828.305002698444,30727.372512143,97098.49713837188,0.05,32263.74113775015,101953.42199529048,30727.372512143,97098.49713837188,290.0,14.0,0.02,31341.91996238586,99040.46708113932,28919.880011428704,24172.0,0.8358264277184964,Normal,0,0.0,31343.82017305663,6.0624731136115796e-05,0.9994871490484888,distance_km
89653c,1662119580.0,0.0,1662142451,0.0,ETD475  ,Unknown,Unknown,OMAA,Unknown,Boeing 787-10 Dreamliner,B78X,A6-BME,1662119580.0,1662142451.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6251.510022459705,28131.79510106868,88896.47251937701,0.0,28131.79510106868,88896.47251937701,28131.79510106868,88896.47251937701,,0.0,0.0,28131.79510106868,88896.47251937703,26476.983624535223,22871.0,0.8638068567148376,Normal,0,0.0,28133.404085394282,5.7191242151768616e-05,0.9994871490484888,distance_km
89653c,1662073624.0,0.0,1662099313,0.0,ETD474  ,Unknown,Unknown,Unknown,Unknown,Boeing 787-10 Dreamliner,B78X,A6-BME,1662073624.0,1662099313.0,No Weather Info,No Weather Info,5596.741899615808,25185.33854827113,79585.66981253678,0.0,25185.33854827113,79585.66981253678,25185.33854827113,79585.66981253678,,0.0,0.0,25185.33854827113,79585.66981253678,23703.848045431656,25689.0,1.08374808810635,Normal,0,0.0,25185.44988976462,4.420865776681941e-06,0.9994871490484888,distance_km
8964c0,1662106685.0,0.0,1662141665,0.0,ETD871  ,Unknown,Unknown,OMAA,Unknown,B787-9,B789,A6-BLP,1662106685.0,1662141665.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4723.437782714212,21255.47002221395,67167.2852701961,0.0,21255.47002221395,67167.2852701961,21255.47002221395,67167.2852701961,,0.0,0.0,21255.47002221395,67167.2852701961,20005.14825620137,34980.0,1.7485499008564758,Holding/Reroute,1,3535.728883952455,21255.52060028778,2.3795264665007713e-06,0.9994871490484888,distance_km
8964c0,1662057043.0,0.0,1662089240,0.0,ETD878  ,OMAA,Unknown,Unknown,Unknown,B787-9,B789,A6-BLP,1662057043.0,1662089240.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,4251.591563221124,19132.162034495057,60457.63202900438,0.05,20088.77013621981,63480.5136304546,19132.162034495057,60457.63202900438,290.0,14.0,0.02,19514.80527518496,61666.78466958447,18006.74073834829,32197.0,1.788052622506595,Holding/Reroute,1,3350.4778812233203,19517.50705234013,0.00013842839395030067,0.9994871490484888,distance_km
89642b,1662114997.0,0.0,1662145084,0.0,ETD655  ,OMAA,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEF,1662114997.0,1662145084.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3747.387432402164,16863.243445809734,53287.84928875876,0.05,17706.405618100223,55952.24175319671,16863.243445809738,53287.84928875877,290.0,14.0,0.02,17200.508314725932,54353.60627453394,15871.2879489974,30087.0,1.8956873630347444,Holding/Reroute,1,3356.487567597836,17191.960922801125,0.0004971737641324495,0.9994871490484888,distance_km
89642b,1662104780.0,0.0,1662107507,0.0,ETD322  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEF,1662104780.0,1662107507.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4191.29115775291,18860.81020988809,59600.160263246384,0.0,18860.81020988809,59600.160263246384,18860.81020988809,59600.160263246384,,0.0,0.0,18860.81020988809,59600.16026324637,17751.35078577703,2727.0,0.1536221120808993,Shortened Flight (Possible Direct Routing),1,0.0,18860.60275398908,1.0999431021342179e-05,0.9994871490484888,distance_km
89642b,1662096483.0,0.0,1662099239,0.0,ETD321  ,OMAA,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEF,1662096483.0,1662099239.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6255.784101956408,28151.02845880384,88957.24992982011,0.05,29558.579881744023,93405.11242631113,28151.02845880384,88957.24992982013,290.0,14.0,0.02,28714.04902797992,90736.39492841656,26495.085608285965,2756.0,0.1040192902467203,Shortened Flight (Possible Direct Routing),1,0.0,28709.462923697796,0.00015974190441361006,0.9994871490484888,distance_km
89642b,1662084903.0,0.0,1662087899,0.0,ETD9DQ  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEF,1662084903.0,1662087899.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2870.4158484122863,12916.871317855288,40817.31336442271,0.0,12916.871317855288,40817.31336442271,12916.871317855288,40817.31336442271,,0.0,0.0,12916.871317855288,40817.31336442271,12157.055357981448,2996.0,0.2464412566841724,Shortened Flight (Possible Direct Routing),1,0.0,12909.555802966168,0.0005666744077622906,0.9994871490484888,distance_km
89659c,1662100527.0,0.0,1662150191,0.0,ETD93C  ,OMAA,Unknown,KORD,Unknown,Airbus A350-1041,A35K,A6-XWF,1662100527.0,1662150191.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","KORD 091051Z 16008KT 10SM SCT110 BKN250 02/M07 A3009 RMK AO2 SLP196 T00171067 $,KORD,2025-04-09T10:51:00Z,41.9602,-87.9316,1.7,-6.7,160,8,,10+,30.09,1019.6,,,TRUE,TRUE,,,,,,SCT,11000,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,202",5711.060557969731,25699.77251086379,81211.28113432958,0.05,26984.76113640698,85271.84519104607,25699.77251086379,81211.28113432958,290.0,14.0,0.02,26213.767961081063,82835.50675701618,24188.02118669533,49664.0,2.053247746753165,Holding/Reroute,1,6015.1616642524905,26207.899196931146,0.0002239311173252528,0.9994871490484888,distance_km
8964bb,1662142495.0,0.0,1662153348,0.0,ETD274  ,OMAA,Unknown,Unknown,Unknown,787 9,B789,A6-BLK,1662142495.0,1662153348.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,3986.493011812092,17939.218553154413,56687.93062796794,0.05,18836.17948081213,59522.327159366345,17939.218553154413,56687.93062796794,290.0,14.0,0.02,18298.0029242175,57821.6892405273,16883.970402968862,10853.0,0.6427990419890584,Shortened Flight (Possible Direct Routing),1,0.0,18299.21008485398,6.596790959189245e-05,0.9994871490484888,distance_km
8964bb,1662115325.0,0.0,1662134570,0.0,ETD99P  ,EDDM,Unknown,OMAA,Unknown,787 9,B789,A6-BLK,1662115325.0,1662134570.0,"EDDM 091120Z AUTO 34008KT 310V020 CAVOK 10/M00 Q1022 NOSIG,EDDM,2025-04-09T11:20:00Z,48.348,11.813,10,0,340,8,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,445","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6624.188053950718,29808.846242778232,94195.95412717924,0.05,31299.288554917144,98905.75183353818,29808.846242778232,94195.95412717924,340.0,8.0,0.0,29808.846242778232,94195.95412717924,28055.3846990854,19245.0,0.6859645735183016,Shortened Flight (Possible Direct Routing),1,0.0,29807.9072986399,3.149983421931487e-05,0.9994871490484888,distance_km
8964bb,1662072267.0,0.0,1662092293,0.0,ETD33V  ,Unknown,Unknown,EDDM,Unknown,787 9,B789,A6-BLK,1662072267.0,1662092293.0,No Weather Info,"EDDM 091120Z AUTO 34008KT 310V020 CAVOK 10/M00 Q1022 NOSIG,EDDM,2025-04-09T11:20:00Z,48.348,11.813,10,0,340,8,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,445",5638.483321302219,25373.174945859988,80179.23282891756,0.0,25373.174945859988,80179.23282891756,25373.174945859988,80179.23282891756,,0.0,0.0,25373.174945859988,80179.23282891756,23880.63524316234,20026.0,0.8385874075830531,Normal,0,0.0,25376.523264011066,0.00013194550397007505,0.9994871490484888,distance_km
8964ff,1662109265.0,0.0,1662132886,0.0,ETD16   ,EGCC,Unknown,OMAA,Unknown,787-10 Dreamliner,B78X,A6-BMD,1662109265.0,1662132886.0,"EGCC 091120Z AUTO 04008KT 010V080 9999 NCD 12/03 Q1031 NOSIG,EGCC,2025-04-09T11:20:00Z,53.354,-2.275,12,3,40,8,,6+,30.44,,,TRUE,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,78","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4081.4385029525583,18366.47326328652,58038.05551198538,0.05,19284.79692645084,60939.95828758465,18366.47326328652,58038.05551198538,40.0,8.0,0.0,18366.47326328652,58038.0555119854,17286.092483093187,23621.0,1.3664742348858034,Holding/Reroute,1,1495.742052602997,18365.512841467807,5.2294854328477826e-05,0.9994871490484888,distance_km
8964ff,1662073798.0,0.0,1662097908,0.0,ETD49D  ,Unknown,Unknown,EGCC,Unknown,787-10 Dreamliner,B78X,A6-BMD,1662073798.0,1662097908.0,No Weather Info,"EGCC 091120Z AUTO 04008KT 010V080 9999 NCD 12/03 Q1031 NOSIG,EGCC,2025-04-09T11:20:00Z,53.354,-2.275,12,3,40,8,,6+,30.44,,,TRUE,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,78",3005.752675118367,13525.887038032652,42741.80304018318,0.0,13525.887038032652,42741.80304018318,13525.887038032652,42741.80304018318,,0.0,0.0,13525.887038032652,42741.80304018318,12730.246624030731,24110.0,1.8939146044891109,Holding/Reroute,1,2686.886213770522,13531.190017589208,0.00039190784769579684,0.9994871490484888,distance_km
89643e,1662154933.0,0.0,1662155607,0.0,ETD352  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEH,1662154933.0,1662155607.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4244.307980031552,19099.385910141984,60354.05947604867,0.0,19099.385910141984,60354.05947604867,19099.385910141984,60354.05947604867,,0.0,0.0,19099.385910141984,60354.05947604867,17975.8926213101,674.0,0.0374946609995313,Shortened Flight (Possible Direct Routing),1,0.0,19102.87454739531,0.000182623680256606,0.9994871490484888,distance_km
89643e,1662099821.0,0.0,1662128062,0.0,ETD513  ,OMAA,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEH,1662099821.0,1662128062.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5251.970708569787,23633.868188564044,74683.02347586238,0.05,24815.561597992248,78417.17464965551,23633.868188564044,74683.02347586238,290.0,14.0,0.02,24106.545552335323,76176.68394537963,22243.64064806028,28241.0,1.2696213019635665,Normal,0,0.0,24086.67564922858,0.0008249333945500624,0.9994871490484888,distance_km
89640a,1662113400.0,0.0,1662137369,0.0,ETD9    ,Unknown,Unknown,EGLL,Unknown,Boeing 787 9,B789,A6-BLE,1662113400.0,1662137369.0,No Weather Info,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",5981.6009370156335,26917.20421657035,85058.36532436231,0.0,26917.20421657035,85058.36532436231,26917.20421657035,85058.36532436231,,0.0,0.0,26917.20421657035,85058.36532436231,25333.83926265445,23969.0,0.946125841862966,Normal,0,0.0,26917.554160059895,1.3000567862326004e-05,0.9994871490484888,distance_km
89640a,1662061775.0,0.0,1662084338,0.0,ETD10   ,EGLL,Unknown,OMAD,Unknown,Boeing 787 9,B789,A6-BLE,1662061775.0,1662084338.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26","OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",6795.885431722298,30581.48444275034,96637.49083909109,0.05,32110.55866488786,101469.36538104565,30581.48444275034,96637.49083909109,70.0,10.0,0.02,31193.114131605347,98570.2406558729,28782.573593176792,22563.0,0.7839118321701709,Normal,0,0.0,31183.207316821114,0.000317697108048586,0.9994871490484888,distance_km
8963ce,1662141381.0,0.0,1662142208,0.0,ETD203  ,Unknown,Unknown,OMAA,Unknown,787 9,B789,A6-BLA,1662141381.0,1662142208.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2846.182839132299,12807.822776095343,40472.719972461295,0.0,12807.822776095343,40472.719972461295,12807.822776095343,40472.719972461295,,0.0,0.0,12807.822776095343,40472.71997246129,12054.42143632503,827.0,0.0686055323657344,Shortened Flight (Possible Direct Routing),1,0.0,12808.416434356093,4.634907553112627e-05,0.9994871490484888,distance_km
8963ce,1662116465.0,0.0,1662117299,0.0,ETD204  ,OMAA,Unknown,Unknown,Unknown,787 9,B789,A6-BLA,1662116465.0,1662117299.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,4792.253688383764,21565.14159772693,68145.84744881712,0.05,22643.398677613284,71553.13982125798,21565.14159772693,68145.84744881712,290.0,14.0,0.02,21996.44442968147,69508.76439779345,20296.603856684174,834.0,0.0410906182082941,Shortened Flight (Possible Direct Routing),1,0.0,21996.29863878848,6.627973886968976e-06,0.9994871490484888,distance_km
896489,1662113464.0,0.0,1662143030,0.0,ETD431  ,VTBS,Unknown,Unknown,Unknown,787 9,B789,A6-BLI,1662113464.0,1662143030.0,"VTBS 091100Z 20013KT 9999 FEW020 32/22 Q1006 NOSIG,VTBS,2025-04-09T11:00:00Z,13.686,100.767,32,22,200,13,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1",No Weather Info,3647.2472221013895,16412.612499456252,51863.85549828176,0.05,17233.243124429067,54457.048273195855,16412.612499456252,51863.85549828176,200.0,13.0,0.02,16740.864749445376,52901.13260824739,15447.164705370593,29566.0,1.9140082056431136,Holding/Reroute,1,3333.6138890097213,16741.268574752277,2.4121547605427005e-05,0.9994871490484888,distance_km
896489,1662067212.0,0.0,1662098398,0.0,ETD430  ,OMAA,Unknown,VTBS,Unknown,787 9,B789,A6-BLI,1662067212.0,1662098398.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VTBS 091100Z 20013KT 9999 FEW020 32/22 Q1006 NOSIG,VTBS,2025-04-09T11:00:00Z,13.686,100.767,32,22,200,13,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1",3166.104248576536,14247.46911859441,45022.00241475834,0.05,14959.842574524131,47273.102535496255,14247.469118594412,45022.002414758346,290.0,14.0,0.02,14532.4185009663,45922.44246305351,13409.382699853564,31186.0,2.325684984763733,Holding/Reroute,1,4197.256862534575,14499.94722952584,0.0022394061803438278,0.9994871490484888,distance_km
89653b,1662122497.0,0.0,1662141856,0.0,ETD407  ,VTBS,Unknown,OMAA,Unknown,Boeing 787-9 Dreamliner,B789,A6-BND,1662122497.0,1662141856.0,"VTBS 091100Z 20013KT 9999 FEW020 32/22 Q1006 NOSIG,VTBS,2025-04-09T11:00:00Z,13.686,100.767,32,22,200,13,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4514.86001328595,20316.870059786776,64201.309388926216,0.05,21332.71356277612,67411.37485837252,20316.870059786776,64201.309388926216,200.0,13.0,0.02,20723.20746098251,65485.33557670473,19121.760056269908,19359.0,1.0124068047623211,Normal,0,0.0,20719.29608621428,0.00018877932686302916,0.9994871490484888,distance_km
89653b,1662058214.0,0.0,1662080415,0.0,ETD402  ,OMAA,Unknown,VTBS,Unknown,Boeing 787-9 Dreamliner,B789,A6-BND,1662058214.0,1662080415.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VTBS 091100Z 20013KT 9999 FEW020 32/22 Q1006 NOSIG,VTBS,2025-04-09T11:00:00Z,13.686,100.767,32,22,200,13,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1",2334.8697471587675,10506.913862214453,33201.84780459767,0.05,11032.259555325176,34861.940194827555,10506.913862214453,33201.84780459767,290.0,14.0,0.02,10717.05213945874,33865.88476068962,9888.860105613605,22201.0,2.2450514784203666,Holding/Reroute,1,2907.0330306190103,10715.844188818348,0.0001127256629628893,0.9994871490484888,distance_km
89653e,1662197130.0,1662197131.0,1662220757,1662220917.0,ETD16   ,EGCC,EGCC,OMAA,OMAA,Boeing 787-10 Dreamliner,B78X,A6-BMG,1662197131.0,1662220917.0,"EGCC 091120Z AUTO 04008KT 010V080 9999 NCD 12/03 Q1031 NOSIG,EGCC,2025-04-09T11:20:00Z,53.354,-2.275,12,3,40,8,,6+,30.44,,,TRUE,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,78","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5432.661329171013,24446.97598126956,77252.4441008118,0.05,25669.32478033304,81115.0663058524,24446.97598126956,77252.4441008118,40.0,8.0,0.0,24446.97598126956,77252.44410081182,23008.91857060664,23627.0,1.0268626892435937,Normal,0,0.0,24444.982499165646,8.154974559631234e-05,0.9994871490484888,distance_km
